,eventName,currentDoc,eventSource,compose,insert,delete,revise,reviseSugg,relocate,reflect,seekSugg,acceptSugg,dismissSugg,lowModification,highModification,highTemp,lowTemp
40,text-insert,"When you die, you appear in a cinema with a number of other people who look like you. You find out that they are your previous reincarnations, and soon you all begin watching your next life on the big screen. We are all lonely spirits waitin",user,1,1,0,0,0,0,0,0,0,0,0,0,0,1
41,text-insert,"When you die, you appear in a cinema with a number of other people who look like you. You find out that they are your previous reincarnations, and soon you all begin watching your next life on the big screen. We are all lonely spirits waiting",user,1,1,0,0,0,0,0,0,0,0,0,0,0,1
42,text-insert,"When you die, you appear in a cinema with a number of other people who look like you. You find out that they are your previous reincarnations, and soon you all begin watching your next life on the big screen. We are all lonely spirits waiting ",user,1,1,0,0,0,0,0,0,0,0,0,0,0,1
43,text-insert,"When you die, you appear in a cinema with a number of other people who look like you. You find out that they are your previous reincarnations, and soon you all begin watching your next life on the big screen. We are all lonely spirits waiting f",user,1,1,0,0,0,0,0,0,0,0,0,0,0,1
44,text-insert,"When you die, you appear in a cinema with a number of other people who look like you. You find out that they are your previous reincarnations, and soon you all begin watching your next life on the big screen. We are all lonely spirits waiting fo",user,1,1,0,0,0,0,0,0,0,0,0,0,0,1
45,text-insert,"When you die, you appear in a cinema with a number of other people who look like you. You find out that they are your previous reincarnations, and soon you all begin watching your next life on the big screen. We are all lonely spirits waiting for",user,1,1,0,0,0,0,0,0,0,0,0,0,0,1
46,text-insert,"When you die, you appear in a cinema with a number of other people who look like you. You find out that they are your previous reincarnations, and soon you all begin watching your next life on the big screen. We are all lonely spirits waiting for ",user,1,1,0,0,0,0,0,0,0,0,0,0,0,1
47,text-insert,"When you die, you appear in a cinema with a number of other people who look like you. You find out that they are your previous reincarnations, and soon you all begin watching your next life on the big screen. We are all lonely spirits waiting for o",user,1,1,0,0,0,0,0,0,0,0,0,0,0,1
48,text-insert,"When you die, you appear in a cinema with a number of other people who look like you. You find out that they are your previous reincarnations, and soon you all begin watching your next life on the big screen. We are all lonely spirits waiting for ou",user,1,1,0,0,0,0,0,0,0,0,0,0,0,1
49,text-insert,"When you die, you appear in a cinema with a number of other people who look like you. You find out that they are your previous reincarnations, and soon you all begin watching your next life on the big screen. We are all lonely spirits waiting for our",user,1,1,0,0,0,0,0,0,0,0,0,0,0,1
50,text-insert,"When you die, you appear in a cinema with a number of other people who look like you. You find out that they are your previous reincarnations, and soon you all begin watching your next life on the big screen. We are all lonely spirits waiting for our ",user,1,1,0,0,0,0,0,0,0,0,0,0,0,1
51,text-insert,"When you die, you appear in a cinema with a number of other people who look like you. You find out that they are your previous reincarnations, and soon you all begin watching your next life on the big screen. We are all lonely spirits waiting for our n",user,1,1,0,0,0,0,0,0,0,0,0,0,0,1
52,text-insert,"When you die, you appear in a cinema with a number of other people who look like you. You find out that they are your previous reincarnations, and soon you all begin watching your next life on the big screen. We are all lonely spirits waiting for our ne",user,1,1,0,0,0,0,0,0,0,0,0,0,0,1
53,text-insert,"When you die, you appear in a cinema with a number of other people who look like you. You find out that they are your previous reincarnations, and soon you all begin watching your next life on the big screen. We are all lonely spirits waiting for our nex",user,1,1,0,0,0,0,0,0,0,0,0,0,0,1
54,text-insert,"When you die, you appear in a cinema with a number of other people who look like you. You find out that they are your previous reincarnations, and soon you all begin watching your next life on the big screen. We are all lonely spirits waiting for our next",user,1,1,0,0,0,0,0,0,0,0,0,0,0,1
55,text-insert,"When you die, you appear in a cinema with a number of other people who look like you. You find out that they are your previous reincarnations, and soon you all begin watching your next life on the big screen. We are all lonely spirits waiting for our next ",user,1,1,0,0,0,0,0,0,0,0,0,0,0,1
56,text-insert,"When you die, you appear in a cinema with a number of other people who look like you. You find out that they are your previous reincarnations, and soon you all begin watching your next life on the big screen. We are all lonely spirits waiting for our next l",user,1,1,0,0,0,0,0,0,0,0,0,0,0,1
57,text-insert,"When you die, you appear in a cinema with a number of other people who look like you. You find out that they are your previous reincarnations, and soon you all begin watching your next life on the big screen. We are all lonely spirits waiting for our next li",user,1,1,0,0,0,0,0,0,0,0,0,0,0,1
58,text-insert,"When you die, you appear in a cinema with a number of other people who look like you. You find out that they are your previous reincarnations, and soon you all begin watching your next life on the big screen. We are all lonely spirits waiting for our next lif",user,1,1,0,0,0,0,0,0,0,0,0,0,0,1
59,text-insert,"When you die, you appear in a cinema with a number of other people who look like you. You find out that they are your previous reincarnations, and soon you all begin watching your next life on the big screen. We are all lonely spirits waiting for our next life",user,1,1,0,0,0,0,0,0,0,0,0,0,0,1
60,text-insert,"When you die, you appear in a cinema with a number of other people who look like you. You find out that they are your previous reincarnations, and soon you all begin watching your next life on the big screen. We are all lonely spirits waiting for our next life ",user,1,1,0,0,0,0,0,0,0,0,0,0,0,1
61,text-insert,"When you die, you appear in a cinema with a number of other people who look like you. You find out that they are your previous reincarnations, and soon you all begin watching your next life on the big screen. We are all lonely spirits waiting for our next life o",user,1,1,0,0,0,0,0,0,0,0,0,0,0,1
62,text-insert,"When you die, you appear in a cinema with a number of other people who look like you. You find out that they are your previous reincarnations, and soon you all begin watching your next life on the big screen. We are all lonely spirits waiting for our next life o ",user,1,1,0,0,0,0,0,0,0,0,0,0,0,1
63,text-delete,"When you die, you appear in a cinema with a number of other people who look like you. You find out that they are your previous reincarnations, and soon you all begin watching your next life on the big screen. We are all lonely spirits waiting for our next life o",user,0,0,1,0,0,0,0,0,0,0,0,0,0,1
64,text-delete,"When you die, you appear in a cinema with a number of other people who look like you. You find out that they are your previous reincarnations, and soon you all begin watching your next life on the big screen. We are all lonely spirits waiting for our next life ",user,0,0,1,0,0,0,0,0,0,0,0,0,0,1
65,text-insert,"When you die, you appear in a cinema with a number of other people who look like you. You find out that they are your previous reincarnations, and soon you all begin watching your next life on the big screen. We are all lonely spirits waiting for our next life t",user,1,1,0,0,0,0,0,0,0,0,0,0,0,1
66,text-insert,"When you die, you appear in a cinema with a number of other people who look like you. You find out that they are your previous reincarnations, and soon you all begin watching your next life on the big screen. We are all lonely spirits waiting for our next life to",user,1,1,0,0,0,0,0,0,0,0,0,0,0,1
67,text-insert,"When you die, you appear in a cinema with a number of other people who look like you. You find out that they are your previous reincarnations, and soon you all begin watching your next life on the big screen. We are all lonely spirits waiting for our next life to ",user,1,1,0,0,0,0,0,0,0,0,0,0,0,1
68,text-insert,"When you die, you appear in a cinema with a number of other people who look like you. You find out that they are your previous reincarnations, and soon you all begin watching your next life on the big screen. We are all lonely spirits waiting for our next life to u",user,1,1,0,0,0,0,0,0,0,0,0,0,0,1
69,text-insert,"When you die, you appear in a cinema with a number of other people who look like you. You find out that they are your previous reincarnations, and soon you all begin watching your next life on the big screen. We are all lonely spirits waiting for our next life to un",user,1,1,0,0,0,0,0,0,0,0,0,0,0,1
70,text-insert,"When you die, you appear in a cinema with a number of other people who look like you. You find out that they are your previous reincarnations, and soon you all begin watching your next life on the big screen. We are all lonely spirits waiting for our next life to unf",user,1,1,0,0,0,0,0,0,0,0,0,0,0,1
71,text-insert,"When you die, you appear in a cinema with a number of other people who look like you. You find out that they are your previous reincarnations, and soon you all begin watching your next life on the big screen. We are all lonely spirits waiting for our next life to unfo",user,1,1,0,0,0,0,0,0,0,0,0,0,0,1
72,text-insert,"When you die, you appear in a cinema with a number of other people who look like you. You find out that they are your previous reincarnations, and soon you all begin watching your next life on the big screen. We are all lonely spirits waiting for our next life to unfol",user,1,1,0,0,0,0,0,0,0,0,0,0,0,1
73,text-insert,"When you die, you appear in a cinema with a number of other people who look like you. You find out that they are your previous reincarnations, and soon you all begin watching your next life on the big screen. We are all lonely spirits waiting for our next life to unfold",user,1,1,0,0,0,0,0,0,0,0,0,0,0,1
74,text-insert,"When you die, you appear in a cinema with a number of other people who look like you. You find out that they are your previous reincarnations, and soon you all begin watching your next life on the big screen. We are all lonely spirits waiting for our next life to unfold.",user,1,1,0,0,0,0,0,0,0,0,0,0,0,1
75,text-insert,"When you die, you appear in a cinema with a number of other people who look like you. You find out that they are your previous reincarnations, and soon you all begin watching your next life on the big screen. We are all lonely spirits waiting for our next life to unfold. ",user,1,1,0,0,0,0,0,0,0,0,0,0,0,1
76,suggestion-get,"When you die, you appear in a cinema with a number of other people who look like you. You find out that they are your previous reincarnations, and soon you all begin watching your next life on the big screen. We are all lonely spirits waiting for our next life to unfold. ",user,0,0,0,0,0,0,0,1,0,0,0,0,0,0
77,text-insert,"When you die, you appear in a cinema with a number of other people who look like you. You find out that they are your previous reincarnations, and soon you all begin watching your next life on the big screen. We are all lonely spirits waiting for our next life to unfold. 
The movie is a comedy, but it is also a tragedy.
",api,1,1,0,0,0,0,0,0,1,0,0,0,0,1
78,text-delete,"When you die, you appear in a cinema with a number of other people who look like you. You find out that they are your previous reincarnations, and soon you all begin watching your next life on the big screen. We are all lonely spirits waiting for our next life to unfold. The movie is a comedy, but it is also a tragedy.
",user,0,0,1,1,0,0,0,0,0,0,0,0,0,1
79,text-insert,"When you die, you appear in a cinema with a number of other people who look like you. You find out that they are your previous reincarnations, and soon you all begin watching your next life on the big screen. We are all lonely spirits waiting for our next life to unfold. The movie is a comedy, but it is also a tragedy.
 ",user,1,1,0,0,0,0,0,0,0,0,0,0,0,1
80,suggestion-get,"When you die, you appear in a cinema with a number of other people who look like you. You find out that they are your previous reincarnations, and soon you all begin watching your next life on the big screen. We are all lonely spirits waiting for our next life to unfold. The movie is a comedy, but it is also a tragedy.
 ",user,0,0,0,0,0,0,0,1,0,0,0,0,0,0
81,text-insert,"When you die, you appear in a cinema with a number of other people who look like you. You find out that they are your previous reincarnations, and soon you all begin watching your next life on the big screen. We are all lonely spirits waiting for our next life to unfold. The movie is a comedy, but it is also a tragedy.
 It is about the absurdity of life, and the fact that we are all alone in this world.",api,1,1,0,0,0,0,0,0,1,0,0,0,0,1
82,text-insert,"When you die, you appear in a cinema with a number of other people who look like you. You find out that they are your previous reincarnations, and soon you all begin watching your next life on the big screen. We are all lonely spirits waiting for our next life to unfold. The movie is a comedy, but it is also a tragedy.
 It is about the absurdity of life, and the fact that we are all alone in this world. ",user,1,1,0,0,0,0,0,0,0,0,0,0,0,1
83,suggestion-get,"When you die, you appear in a cinema with a number of other people who look like you. You find out that they are your previous reincarnations, and soon you all begin watching your next life on the big screen. We are all lonely spirits waiting for our next life to unfold. The movie is a comedy, but it is also a tragedy.
 It is about the absurdity of life, and the fact that we are all alone in this world. ",user,0,0,0,0,0,0,0,1,0,0,0,0,0,0
84,text-insert,"When you die, you appear in a cinema with a number of other people who look like you. You find out that they are your previous reincarnations, and soon you all begin watching your next life on the big screen. We are all lonely spirits waiting for our next life to unfold. The movie is a comedy, but it is also a tragedy.
 It is about the absurdity of life, and the fact that we are all alone in this world. 
The film was shot in the summer of 2015 in the Czech Republic.
",api,1,1,0,0,0,0,0,0,1,0,0,0,0,1
85,text-delete,"When you die, you appear in a cinema with a number of other people who look like you. You find out that they are your previous reincarnations, and soon you all begin watching your next life on the big screen. We are all lonely spirits waiting for our next life to unfold. The movie is a comedy, but it is also a tragedy.
 It is about the absurdity of life, and the fact that we are all alone in this world. The film was shot in the summer of 2015 in the Czech Republic.
",user,0,0,1,1,0,0,0,0,0,0,0,0,0,1
86,text-delete,"When you die, you appear in a cinema with a number of other people who look like you. You find out that they are your previous reincarnations, and soon you all begin watching your next life on the big screen. We are all lonely spirits waiting for our next life to unfold. The movie is a comedy, but it is also a tragedy.
 It is about the absurdity of life, and the fact that we are all alone in this world. he film was shot in the summer of 2015 in the Czech Republic.
",user,0,0,1,1,0,0,0,0,0,0,0,0,0,1
87,text-insert,"When you die, you appear in a cinema with a number of other people who look like you. You find out that they are your previous reincarnations, and soon you all begin watching your next life on the big screen. We are all lonely spirits waiting for our next life to unfold. The movie is a comedy, but it is also a tragedy.
 It is about the absurdity of life, and the fact that we are all alone in this world. he film was shot in the summer of 2015 in the Czech Republic.
 ",user,1,1,0,0,0,0,0,0,0,0,0,0,0,1
88,suggestion-get,"When you die, you appear in a cinema with a number of other people who look like you. You find out that they are your previous reincarnations, and soon you all begin watching your next life on the big screen. We are all lonely spirits waiting for our next life to unfold. The movie is a comedy, but it is also a tragedy.
 It is about the absurdity of life, and the fact that we are all alone in this world. he film was shot in the summer of 2015 in the Czech Republic.
 ",user,0,0,0,0,0,0,0,1,0,0,0,0,0,0
89,suggestion-get,"When you die, you appear in a cinema with a number of other people who look like you. You find out that they are your previous reincarnations, and soon you all begin watching your next life on the big screen. We are all lonely spirits waiting for our next life to unfold. The movie is a comedy, but it is also a tragedy.
 It is about the absurdity of life, and the fact that we are all alone in this world. he film was shot in the summer of 2015 in the Czech Republic.
 ",user,0,0,0,0,0,0,0,1,0,0,0,0,0,0
90,suggestion-close,"When you die, you appear in a cinema with a number of other people who look like you. You find out that they are your previous reincarnations, and soon you all begin watching your next life on the big screen. We are all lonely spirits waiting for our next life to unfold. The movie is a comedy, but it is also a tragedy.
 It is about the absurdity of life, and the fact that we are all alone in this world. he film was shot in the summer of 2015 in the Czech Republic.
 ",user,0,0,0,0,0,0,0,0,0,1,0,0,0,1
91,text-insert,"When you die, you appear in a cinema with a number of other people who look like you. You find out that they are your previous reincarnations, and soon you all begin watching your next life on the big screen. We are all lonely spirits waiting for our next life to unfold. The movie is a comedy, but it is also a tragedy.
 It is about the absurdity of life, and the fact that we are all alone in this world. he film was shot in the summer of 2015 in the Czech Republic.
 A",user,1,1,0,0,0,0,0,0,0,0,0,0,0,1
92,text-insert,"When you die, you appear in a cinema with a number of other people who look like you. You find out that they are your previous reincarnations, and soon you all begin watching your next life on the big screen. We are all lonely spirits waiting for our next life to unfold. The movie is a comedy, but it is also a tragedy.
 It is about the absurdity of life, and the fact that we are all alone in this world. he film was shot in the summer of 2015 in the Czech Republic.
 A ",user,1,1,0,0,0,0,0,0,0,0,0,0,0,1
93,text-insert,"When you die, you appear in a cinema with a number of other people who look like you. You find out that they are your previous reincarnations, and soon you all begin watching your next life on the big screen. We are all lonely spirits waiting for our next life to unfold. The movie is a comedy, but it is also a tragedy.
 It is about the absurdity of life, and the fact that we are all alone in this world. he film was shot in the summer of 2015 in the Czech Republic.
 A b",user,1,1,0,0,0,0,0,0,0,0,0,0,0,1
94,text-insert,"When you die, you appear in a cinema with a number of other people who look like you. You find out that they are your previous reincarnations, and soon you all begin watching your next life on the big screen. We are all lonely spirits waiting for our next life to unfold. The movie is a comedy, but it is also a tragedy.
 It is about the absurdity of life, and the fact that we are all alone in this world. he film was shot in the summer of 2015 in the Czech Republic.
 A ba",user,1,1,0,0,0,0,0,0,0,0,0,0,0,1
95,text-delete,"When you die, you appear in a cinema with a number of other people who look like you. You find out that they are your previous reincarnations, and soon you all begin watching your next life on the big screen. We are all lonely spirits waiting for our next life to unfold. The movie is a comedy, but it is also a tragedy.
 It is about the absurdity of life, and the fact that we are all alone in this world. he film was shot in the summer of 2015 in the Czech Republic.
 A b",user,0,0,1,0,0,0,0,0,0,0,0,0,0,1
96,text-delete,"When you die, you appear in a cinema with a number of other people who look like you. You find out that they are your previous reincarnations, and soon you all begin watching your next life on the big screen. We are all lonely spirits waiting for our next life to unfold. The movie is a comedy, but it is also a tragedy.
 It is about the absurdity of life, and the fact that we are all alone in this world. he film was shot in the summer of 2015 in the Czech Republic.
 A ",user,0,0,1,0,0,0,0,0,0,0,0,0,0,1
97,text-insert,"When you die, you appear in a cinema with a number of other people who look like you. You find out that they are your previous reincarnations, and soon you all begin watching your next life on the big screen. We are all lonely spirits waiting for our next life to unfold. The movie is a comedy, but it is also a tragedy.
 It is about the absurdity of life, and the fact that we are all alone in this world. he film was shot in the summer of 2015 in the Czech Republic.
 A b",user,1,1,0,0,0,0,0,0,0,0,0,0,0,1
98,text-insert,"When you die, you appear in a cinema with a number of other people who look like you. You find out that they are your previous reincarnations, and soon you all begin watching your next life on the big screen. We are all lonely spirits waiting for our next life to unfold. The movie is a comedy, but it is also a tragedy.
 It is about the absurdity of life, and the fact that we are all alone in this world. he film was shot in the summer of 2015 in the Czech Republic.
 A ba",user,1,1,0,0,0,0,0,0,0,0,0,0,0,1
99,text-insert,"When you die, you appear in a cinema with a number of other people who look like you. You find out that they are your previous reincarnations, and soon you all begin watching your next life on the big screen. We are all lonely spirits waiting for our next life to unfold. The movie is a comedy, but it is also a tragedy.
 It is about the absurdity of life, and the fact that we are all alone in this world. he film was shot in the summer of 2015 in the Czech Republic.
 A bay",user,1,1,0,0,0,0,0,0,0,0,0,0,0,1
100,text-delete,"When you die, you appear in a cinema with a number of other people who look like you. You find out that they are your previous reincarnations, and soon you all begin watching your next life on the big screen. We are all lonely spirits waiting for our next life to unfold. The movie is a comedy, but it is also a tragedy.
 It is about the absurdity of life, and the fact that we are all alone in this world. he film was shot in the summer of 2015 in the Czech Republic.
 A ba",user,0,0,1,0,0,0,0,0,0,0,0,0,0,1
101,text-insert,"When you die, you appear in a cinema with a number of other people who look like you. You find out that they are your previous reincarnations, and soon you all begin watching your next life on the big screen. We are all lonely spirits waiting for our next life to unfold. The movie is a comedy, but it is also a tragedy.
 It is about the absurdity of life, and the fact that we are all alone in this world. he film was shot in the summer of 2015 in the Czech Republic.
 A bab",user,1,1,0,0,0,0,0,0,0,0,0,0,0,1
102,text-insert,"When you die, you appear in a cinema with a number of other people who look like you. You find out that they are your previous reincarnations, and soon you all begin watching your next life on the big screen. We are all lonely spirits waiting for our next life to unfold. The movie is a comedy, but it is also a tragedy.
 It is about the absurdity of life, and the fact that we are all alone in this world. he film was shot in the summer of 2015 in the Czech Republic.
 A baby",user,1,1,0,0,0,0,0,0,0,0,0,0,0,1
103,text-insert,"When you die, you appear in a cinema with a number of other people who look like you. You find out that they are your previous reincarnations, and soon you all begin watching your next life on the big screen. We are all lonely spirits waiting for our next life to unfold. The movie is a comedy, but it is also a tragedy.
 It is about the absurdity of life, and the fact that we are all alone in this world. he film was shot in the summer of 2015 in the Czech Republic.
 A baby ",user,1,1,0,0,0,0,0,0,0,0,0,0,0,1
104,text-insert,"When you die, you appear in a cinema with a number of other people who look like you. You find out that they are your previous reincarnations, and soon you all begin watching your next life on the big screen. We are all lonely spirits waiting for our next life to unfold. The movie is a comedy, but it is also a tragedy.
 It is about the absurdity of life, and the fact that we are all alone in this world. he film was shot in the summer of 2015 in the Czech Republic.
 A baby g",user,1,1,0,0,0,0,0,0,0,0,0,0,0,1
105,text-insert,"When you die, you appear in a cinema with a number of other people who look like you. You find out that they are your previous reincarnations, and soon you all begin watching your next life on the big screen. We are all lonely spirits waiting for our next life to unfold. The movie is a comedy, but it is also a tragedy.
 It is about the absurdity of life, and the fact that we are all alone in this world. he film was shot in the summer of 2015 in the Czech Republic.
 A baby gi",user,1,1,0,0,0,0,0,0,0,0,0,0,0,1
106,text-insert,"When you die, you appear in a cinema with a number of other people who look like you. You find out that they are your previous reincarnations, and soon you all begin watching your next life on the big screen. We are all lonely spirits waiting for our next life to unfold. The movie is a comedy, but it is also a tragedy.
 It is about the absurdity of life, and the fact that we are all alone in this world. he film was shot in the summer of 2015 in the Czech Republic.
 A baby gir",user,1,1,0,0,0,0,0,0,0,0,0,0,0,1
107,text-insert,"When you die, you appear in a cinema with a number of other people who look like you. You find out that they are your previous reincarnations, and soon you all begin watching your next life on the big screen. We are all lonely spirits waiting for our next life to unfold. The movie is a comedy, but it is also a tragedy.
 It is about the absurdity of life, and the fact that we are all alone in this world. he film was shot in the summer of 2015 in the Czech Republic.
 A baby girl",user,1,1,0,0,0,0,0,0,0,0,0,0,0,1
