,eventName,currentDoc,eventSource,insert,delete,revise,relocate,reflect,seekSugg,acceptSugg,dismissSugg,lowModification,highModification,narrativeProg,stylisticDev,characterization,argument,evidence,counterArg,rebuttal
19,text-insert," Puzzled, you call the number. A voice on the other end tells you to meet ""him"" in an hour at the Old Executive Office Building.  Two hours later Obama is on a private jet to D.C..  You wonder what this could be, and who could be responsible.  You've held the most important job in the world, what else could there be.  Not wanting to waste time, you are whis from the landing strip to the Old Executive Office Building.",user,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0
20,text-insert," Puzzled, you call the number. A voice on the other end tells you to meet ""him"" in an hour at the Old Executive Office Building.  Two hours later Obama is on a private jet to D.C..  You wonder what this could be, and who could be responsible.  You've held the most important job in the world, what else could there be.  Not wanting to waste time, you are whisk from the landing strip to the Old Executive Office Building.",user,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0
21,text-insert," Puzzled, you call the number. A voice on the other end tells you to meet ""him"" in an hour at the Old Executive Office Building.  Two hours later Obama is on a private jet to D.C..  You wonder what this could be, and who could be responsible.  You've held the most important job in the world, what else could there be.  Not wanting to waste time, you are whiske from the landing strip to the Old Executive Office Building.",user,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0
22,text-insert," Puzzled, you call the number. A voice on the other end tells you to meet ""him"" in an hour at the Old Executive Office Building.  Two hours later Obama is on a private jet to D.C..  You wonder what this could be, and who could be responsible.  You've held the most important job in the world, what else could there be.  Not wanting to waste time, you are whisked from the landing strip to the Old Executive Office Building.",user,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0
23,text-insert," Puzzled, you call the number. A voice on the other end tells you to meet ""him"" in an hour at the Old Executive Office Building.  Two hours later Obama is on a private jet to D.C..  You wonder what this could be, and who could be responsible.  You've held the most important job in the world, what else could there be.  Not wanting to waste time, you are whisked  from the landing strip to the Old Executive Office Building.",user,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0
24,text-delete," Puzzled, you call the number. A voice on the other end tells you to meet ""him"" in an hour at the Old Executive Office Building.  Two hours later Obama is on a private jet to D.C..  You wonder what this could be, and who could be responsible.  You've held the most important job in the world, what else could there be.  Not wanting to waste time, you are whisked from the landing strip to the Old Executive Office Building.",user,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0
25,suggestion-get," Puzzled, you call the number. A voice on the other end tells you to meet ""him"" in an hour at the Old Executive Office Building.  Two hours later Obama is on a private jet to D.C..  You wonder what this could be, and who could be responsible.  You've held the most important job in the world, what else could there be.  Not wanting to waste time, you are whisked from the landing strip to the Old Executive Office Building.  There you are greeted by many past Presidents, all the way back to Eisenhower. ",user,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
26,text-insert," Puzzled, you call the number. A voice on the other end tells you to meet ""him"" in an hour at the Old Executive Office Building.  Two hours later Obama is on a private jet to D.C..  You wonder what this could be, and who could be responsible.  You've held the most important job in the world, what else could there be.  Not wanting to waste time, you are whisked from the landing strip to the Old Executive Office Building.  There you are greeted by many past Presidents, all the way back to Eisenhower.  ""Come with us, Barack,"" says Ike, to which you follow up a flight of stairs to a door marked ""EXECUTIVE"".",api,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
27,suggestion-get," Puzzled, you call the number. A voice on the other end tells you to meet ""him"" in an hour at the Old Executive Office Building.  Two hours later Obama is on a private jet to D.C..  You wonder what this could be, and who could be responsible.  You've held the most important job in the world, what else could there be.  Not wanting to waste time, you are whisked from the landing strip to the Old Executive Office Building.  There you are greeted by many past Presidents, all the way back to Eisenhower.  ""Come with us, Barack,"" says Ike, to which you follow up a flight of stairs to a door marked ""EXECUTIVE"".  It's here you hope to discover what is going on, how are some of these people still alive? ",user,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
28,text-insert," Puzzled, you call the number. A voice on the other end tells you to meet ""him"" in an hour at the Old Executive Office Building.  Two hours later Obama is on a private jet to D.C..  You wonder what this could be, and who could be responsible.  You've held the most important job in the world, what else could there be.  Not wanting to waste time, you are whisked from the landing strip to the Old Executive Office Building.  There you are greeted by many past Presidents, all the way back to Eisenhower.  ""Come with us, Barack,"" says Ike, to which you follow up a flight of stairs to a door marked ""EXECUTIVE"".  It's here you hope to discover what is going on, how are some of these people still alive? What is the ""Important Job"" you must perform.",api,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
29,suggestion-get," Puzzled, you call the number. A voice on the other end tells you to meet ""him"" in an hour at the Old Executive Office Building.  Two hours later Obama is on a private jet to D.C..  You wonder what this could be, and who could be responsible.  You've held the most important job in the world, what else could there be.  Not wanting to waste time, you are whisked from the landing strip to the Old Executive Office Building.  There you are greeted by many past Presidents, all the way back to Eisenhower.  ""Come with us, Barack,"" says Ike, to which you follow up a flight of stairs to a door marked ""EXECUTIVE"".  It's here you hope to discover what is going on, how are some of these people still alive? What is the ""Important Job"" you must perform?  You are sat down, an anonymous person approaches you, ",user,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
30,text-insert," Puzzled, you call the number. A voice on the other end tells you to meet ""him"" in an hour at the Old Executive Office Building.  Two hours later Obama is on a private jet to D.C..  You wonder what this could be, and who could be responsible.  You've held the most important job in the world, what else could there be.  Not wanting to waste time, you are whisked from the landing strip to the Old Executive Office Building.  There you are greeted by many past Presidents, all the way back to Eisenhower.  ""Come with us, Barack,"" says Ike, to which you follow up a flight of stairs to a door marked ""EXECUTIVE"".  It's here you hope to discover what is going on, how are some of these people still alive? What is the ""Important Job"" you must perform?  You are sat down, an anonymous person approaches you, sits down, and begins to explain the situation.",api,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
31,suggestion-get," Puzzled, you call the number. A voice on the other end tells you to meet ""him"" in an hour at the Old Executive Office Building.  Two hours later Obama is on a private jet to D.C..  You wonder what this could be, and who could be responsible.  You've held the most important job in the world, what else could there be.  Not wanting to waste time, you are whisked from the landing strip to the Old Executive Office Building.  There you are greeted by many past Presidents, all the way back to Eisenhower.  ""Come with us, Barack,"" says Ike, to which you follow up a flight of stairs to a door marked ""EXECUTIVE"".  It's here you hope to discover what is going on, how are some of these people still alive? What is the ""Important Job"" you must perform?  You are sat down, an anonymous person approaches you, sits down, and begins to explain the situation.  The past was just a dress rehearsal, ",user,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
32,text-insert," Puzzled, you call the number. A voice on the other end tells you to meet ""him"" in an hour at the Old Executive Office Building.  Two hours later Obama is on a private jet to D.C..  You wonder what this could be, and who could be responsible.  You've held the most important job in the world, what else could there be.  Not wanting to waste time, you are whisked from the landing strip to the Old Executive Office Building.  There you are greeted by many past Presidents, all the way back to Eisenhower.  ""Come with us, Barack,"" says Ike, to which you follow up a flight of stairs to a door marked ""EXECUTIVE"".  It's here you hope to discover what is going on, how are some of these people still alive? What is the ""Important Job"" you must perform?  You are sat down, an anonymous person approaches you, sits down, and begins to explain the situation.  The past was just a dress rehearsal, Barack, this is the real thing.",api,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0
33,suggestion-get," Puzzled, you call the number. A voice on the other end tells you to meet ""him"" in an hour at the Old Executive Office Building.  Two hours later Obama is on a private jet to D.C..  You wonder what this could be, and who could be responsible.  You've held the most important job in the world, what else could there be.  Not wanting to waste time, you are whisked from the landing strip to the Old Executive Office Building.  There you are greeted by many past Presidents, all the way back to Eisenhower.  ""Come with us, Barack,"" says Ike, to which you follow up a flight of stairs to a door marked ""EXECUTIVE"".  It's here you hope to discover what is going on, how are some of these people still alive? What is the ""Important Job"" you must perform?  You are sat down, an anonymous person approaches you, sits down, and begins to explain the situation.  The past was just a dress rehearsal, Barack, this is the real thing.  The Galactic Council needs leaders of exceptional talent, you had been selected to be leader of the free world as a prelude to being a leader of the galaxy.  You are told you past with flying colors, ",user,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
34,text-insert," Puzzled, you call the number. A voice on the other end tells you to meet ""him"" in an hour at the Old Executive Office Building.  Two hours later Obama is on a private jet to D.C..  You wonder what this could be, and who could be responsible.  You've held the most important job in the world, what else could there be.  Not wanting to waste time, you are whisked from the landing strip to the Old Executive Office Building.  There you are greeted by many past Presidents, all the way back to Eisenhower.  ""Come with us, Barack,"" says Ike, to which you follow up a flight of stairs to a door marked ""EXECUTIVE"".  It's here you hope to discover what is going on, how are some of these people still alive? What is the ""Important Job"" you must perform?  You are sat down, an anonymous person approaches you, sits down, and begins to explain the situation.  The past was just a dress rehearsal, Barack, this is the real thing.  The Galactic Council needs leaders of exceptional talent, you had been selected to be leader of the free world as a prelude to being a leader of the galaxy.  You are told you past with flying colors, but that there are many different worlds, and they all have their own challenges, and to be the best in the universe, you must be tested.",api,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
