,eventName,currentDoc,eventSource,sentIndex,compose,insert,delete,revise,relocate,reflect,seekSugg,acceptSugg,dismissSugg,lowModification,highModification,highTemp,lowTemp
50,text-insert,"An alien has kidnapped Matt Damon, not knowing what lengths humanity goes through to retrieve him whenever he goes missing.Their arrogance got the best of them. They saw ",user,0,1,1,0,0,0,0,0,0,0,0,0,1,0
51,text-insert,"An alien has kidnapped Matt Damon, not knowing what lengths humanity goes through to retrieve him whenever he goes missing.Their arrogance got the best of them. They saw h",user,0,1,1,0,0,0,0,0,0,0,0,0,1,0
52,text-insert,"An alien has kidnapped Matt Damon, not knowing what lengths humanity goes through to retrieve him whenever he goes missing.Their arrogance got the best of them. They saw hi",user,0,1,1,0,0,0,0,0,0,0,0,0,1,0
53,text-insert,"An alien has kidnapped Matt Damon, not knowing what lengths humanity goes through to retrieve him whenever he goes missing.Their arrogance got the best of them. They saw him",user,0,1,1,0,0,0,0,0,0,0,0,0,1,0
54,text-insert,"An alien has kidnapped Matt Damon, not knowing what lengths humanity goes through to retrieve him whenever he goes missing.Their arrogance got the best of them. They saw him ",user,0,1,1,0,0,0,0,0,0,0,0,0,1,0
55,text-insert,"An alien has kidnapped Matt Damon, not knowing what lengths humanity goes through to retrieve him whenever he goes missing.Their arrogance got the best of them. They saw him i",user,0,1,1,0,0,0,0,0,0,0,0,0,1,0
56,text-insert,"An alien has kidnapped Matt Damon, not knowing what lengths humanity goes through to retrieve him whenever he goes missing.Their arrogance got the best of them. They saw him in",user,0,1,1,0,0,0,0,0,0,0,0,0,1,0
57,text-insert,"An alien has kidnapped Matt Damon, not knowing what lengths humanity goes through to retrieve him whenever he goes missing.Their arrogance got the best of them. They saw him in ",user,0,1,1,0,0,0,0,0,0,0,0,0,1,0
58,text-insert,"An alien has kidnapped Matt Damon, not knowing what lengths humanity goes through to retrieve him whenever he goes missing.Their arrogance got the best of them. They saw him in G",user,0,1,1,0,0,0,0,0,0,0,0,0,1,0
59,text-insert,"An alien has kidnapped Matt Damon, not knowing what lengths humanity goes through to retrieve him whenever he goes missing.Their arrogance got the best of them. They saw him in Go",user,0,1,1,0,0,0,0,0,0,0,0,0,1,0
60,text-insert,"An alien has kidnapped Matt Damon, not knowing what lengths humanity goes through to retrieve him whenever he goes missing.Their arrogance got the best of them. They saw him in Goo",user,0,1,1,0,0,0,0,0,0,0,0,0,1,0
61,text-insert,"An alien has kidnapped Matt Damon, not knowing what lengths humanity goes through to retrieve him whenever he goes missing.Their arrogance got the best of them. They saw him in Good",user,0,1,1,0,0,0,0,0,0,0,0,0,1,0
62,text-insert,"An alien has kidnapped Matt Damon, not knowing what lengths humanity goes through to retrieve him whenever he goes missing.Their arrogance got the best of them. They saw him in Good ",user,0,1,1,0,0,0,0,0,0,0,0,0,1,0
63,text-insert,"An alien has kidnapped Matt Damon, not knowing what lengths humanity goes through to retrieve him whenever he goes missing.Their arrogance got the best of them. They saw him in Good W",user,0,1,1,0,0,0,0,0,0,0,0,0,1,0
64,text-insert,"An alien has kidnapped Matt Damon, not knowing what lengths humanity goes through to retrieve him whenever he goes missing.Their arrogance got the best of them. They saw him in Good Wi",user,0,1,1,0,0,0,0,0,0,0,0,0,1,0
65,text-insert,"An alien has kidnapped Matt Damon, not knowing what lengths humanity goes through to retrieve him whenever he goes missing.Their arrogance got the best of them. They saw him in Good Wil",user,0,1,1,0,0,0,0,0,0,0,0,0,1,0
66,text-insert,"An alien has kidnapped Matt Damon, not knowing what lengths humanity goes through to retrieve him whenever he goes missing.Their arrogance got the best of them. They saw him in Good Will",user,0,1,1,0,0,0,0,0,0,0,0,0,1,0
67,text-insert,"An alien has kidnapped Matt Damon, not knowing what lengths humanity goes through to retrieve him whenever he goes missing.Their arrogance got the best of them. They saw him in Good Will ",user,0,1,1,0,0,0,0,0,0,0,0,0,1,0
68,text-insert,"An alien has kidnapped Matt Damon, not knowing what lengths humanity goes through to retrieve him whenever he goes missing.Their arrogance got the best of them. They saw him in Good Will H",user,0,1,1,0,0,0,0,0,0,0,0,0,1,0
69,text-insert,"An alien has kidnapped Matt Damon, not knowing what lengths humanity goes through to retrieve him whenever he goes missing.Their arrogance got the best of them. They saw him in Good Will Hu",user,0,1,1,0,0,0,0,0,0,0,0,0,1,0
70,text-insert,"An alien has kidnapped Matt Damon, not knowing what lengths humanity goes through to retrieve him whenever he goes missing.Their arrogance got the best of them. They saw him in Good Will Hun",user,0,1,1,0,0,0,0,0,0,0,0,0,1,0
71,text-insert,"An alien has kidnapped Matt Damon, not knowing what lengths humanity goes through to retrieve him whenever he goes missing.Their arrogance got the best of them. They saw him in Good Will Hunt",user,0,1,1,0,0,0,0,0,0,0,0,0,1,0
72,text-insert,"An alien has kidnapped Matt Damon, not knowing what lengths humanity goes through to retrieve him whenever he goes missing.Their arrogance got the best of them. They saw him in Good Will Hunti",user,0,1,1,0,0,0,0,0,0,0,0,0,1,0
73,text-insert,"An alien has kidnapped Matt Damon, not knowing what lengths humanity goes through to retrieve him whenever he goes missing.Their arrogance got the best of them. They saw him in Good Will Huntin",user,0,1,1,0,0,0,0,0,0,0,0,0,1,0
74,text-insert,"An alien has kidnapped Matt Damon, not knowing what lengths humanity goes through to retrieve him whenever he goes missing.Their arrogance got the best of them. They saw him in Good Will Hunting",user,0,1,1,0,0,0,0,0,0,0,0,0,1,0
75,text-insert,"An alien has kidnapped Matt Damon, not knowing what lengths humanity goes through to retrieve him whenever he goes missing.Their arrogance got the best of them. They saw him in Good Will Hunting ",user,0,1,1,0,0,0,0,0,0,0,0,0,1,0
76,text-insert,"An alien has kidnapped Matt Damon, not knowing what lengths humanity goes through to retrieve him whenever he goes missing.Their arrogance got the best of them. They saw him in Good Will Hunting a",user,0,1,1,0,0,0,0,0,0,0,0,0,1,0
77,text-insert,"An alien has kidnapped Matt Damon, not knowing what lengths humanity goes through to retrieve him whenever he goes missing.Their arrogance got the best of them. They saw him in Good Will Hunting an",user,0,1,1,0,0,0,0,0,0,0,0,0,1,0
78,text-insert,"An alien has kidnapped Matt Damon, not knowing what lengths humanity goes through to retrieve him whenever he goes missing.Their arrogance got the best of them. They saw him in Good Will Hunting and",user,0,1,1,0,0,0,0,0,0,0,0,0,1,0
79,text-insert,"An alien has kidnapped Matt Damon, not knowing what lengths humanity goes through to retrieve him whenever he goes missing.Their arrogance got the best of them. They saw him in Good Will Hunting and ",user,0,1,1,0,0,0,0,0,0,0,0,0,1,0
80,text-insert,"An alien has kidnapped Matt Damon, not knowing what lengths humanity goes through to retrieve him whenever he goes missing.Their arrogance got the best of them. They saw him in Good Will Hunting and h",user,0,1,1,0,0,0,0,0,0,0,0,0,1,0
81,text-insert,"An alien has kidnapped Matt Damon, not knowing what lengths humanity goes through to retrieve him whenever he goes missing.Their arrogance got the best of them. They saw him in Good Will Hunting and ha",user,0,1,1,0,0,0,0,0,0,0,0,0,1,0
82,text-insert,"An alien has kidnapped Matt Damon, not knowing what lengths humanity goes through to retrieve him whenever he goes missing.Their arrogance got the best of them. They saw him in Good Will Hunting and had",user,0,1,1,0,0,0,0,0,0,0,0,0,1,0
83,text-insert,"An alien has kidnapped Matt Damon, not knowing what lengths humanity goes through to retrieve him whenever he goes missing.Their arrogance got the best of them. They saw him in Good Will Hunting and had ",user,0,1,1,0,0,0,0,0,0,0,0,0,1,0
84,text-insert,"An alien has kidnapped Matt Damon, not knowing what lengths humanity goes through to retrieve him whenever he goes missing.Their arrogance got the best of them. They saw him in Good Will Hunting and had s",user,0,1,1,0,0,0,0,0,0,0,0,0,1,0
85,text-insert,"An alien has kidnapped Matt Damon, not knowing what lengths humanity goes through to retrieve him whenever he goes missing.Their arrogance got the best of them. They saw him in Good Will Hunting and had si",user,0,1,1,0,0,0,0,0,0,0,0,0,1,0
86,text-insert,"An alien has kidnapped Matt Damon, not knowing what lengths humanity goes through to retrieve him whenever he goes missing.Their arrogance got the best of them. They saw him in Good Will Hunting and had sin",user,0,1,1,0,0,0,0,0,0,0,0,0,1,0
87,text-insert,"An alien has kidnapped Matt Damon, not knowing what lengths humanity goes through to retrieve him whenever he goes missing.Their arrogance got the best of them. They saw him in Good Will Hunting and had sinc",user,0,1,1,0,0,0,0,0,0,0,0,0,1,0
88,text-insert,"An alien has kidnapped Matt Damon, not knowing what lengths humanity goes through to retrieve him whenever he goes missing.Their arrogance got the best of them. They saw him in Good Will Hunting and had since",user,0,1,1,0,0,0,0,0,0,0,0,0,1,0
89,text-insert,"An alien has kidnapped Matt Damon, not knowing what lengths humanity goes through to retrieve him whenever he goes missing.Their arrogance got the best of them. They saw him in Good Will Hunting and had since ",user,0,1,1,0,0,0,0,0,0,0,0,0,1,0
90,text-insert,"An alien has kidnapped Matt Damon, not knowing what lengths humanity goes through to retrieve him whenever he goes missing.Their arrogance got the best of them. They saw him in Good Will Hunting and had since d",user,0,1,1,0,0,0,0,0,0,0,0,0,1,0
91,text-insert,"An alien has kidnapped Matt Damon, not knowing what lengths humanity goes through to retrieve him whenever he goes missing.Their arrogance got the best of them. They saw him in Good Will Hunting and had since de",user,0,1,1,0,0,0,0,0,0,0,0,0,1,0
92,text-insert,"An alien has kidnapped Matt Damon, not knowing what lengths humanity goes through to retrieve him whenever he goes missing.Their arrogance got the best of them. They saw him in Good Will Hunting and had since dec",user,0,1,1,0,0,0,0,0,0,0,0,0,1,0
93,text-insert,"An alien has kidnapped Matt Damon, not knowing what lengths humanity goes through to retrieve him whenever he goes missing.Their arrogance got the best of them. They saw him in Good Will Hunting and had since deci",user,0,1,1,0,0,0,0,0,0,0,0,0,1,0
94,text-insert,"An alien has kidnapped Matt Damon, not knowing what lengths humanity goes through to retrieve him whenever he goes missing.Their arrogance got the best of them. They saw him in Good Will Hunting and had since decid",user,0,1,1,0,0,0,0,0,0,0,0,0,1,0
95,text-insert,"An alien has kidnapped Matt Damon, not knowing what lengths humanity goes through to retrieve him whenever he goes missing.Their arrogance got the best of them. They saw him in Good Will Hunting and had since decide",user,0,1,1,0,0,0,0,0,0,0,0,0,1,0
96,text-insert,"An alien has kidnapped Matt Damon, not knowing what lengths humanity goes through to retrieve him whenever he goes missing.Their arrogance got the best of them. They saw him in Good Will Hunting and had since decided",user,0,1,1,0,0,0,0,0,0,0,0,0,1,0
97,text-insert,"An alien has kidnapped Matt Damon, not knowing what lengths humanity goes through to retrieve him whenever he goes missing.Their arrogance got the best of them. They saw him in Good Will Hunting and had since decided ",user,0,1,1,0,0,0,0,0,0,0,0,0,1,0
98,text-insert,"An alien has kidnapped Matt Damon, not knowing what lengths humanity goes through to retrieve him whenever he goes missing.Their arrogance got the best of them. They saw him in Good Will Hunting and had since decided t",user,0,1,1,0,0,0,0,0,0,0,0,0,1,0
99,text-insert,"An alien has kidnapped Matt Damon, not knowing what lengths humanity goes through to retrieve him whenever he goes missing.Their arrogance got the best of them. They saw him in Good Will Hunting and had since decided th",user,0,1,1,0,0,0,0,0,0,0,0,0,1,0
100,text-insert,"An alien has kidnapped Matt Damon, not knowing what lengths humanity goes through to retrieve him whenever he goes missing.Their arrogance got the best of them. They saw him in Good Will Hunting and had since decided tha",user,0,1,1,0,0,0,0,0,0,0,0,0,1,0
101,text-insert,"An alien has kidnapped Matt Damon, not knowing what lengths humanity goes through to retrieve him whenever he goes missing.Their arrogance got the best of them. They saw him in Good Will Hunting and had since decided that",user,0,1,1,0,0,0,0,0,0,0,0,0,1,0
102,text-insert,"An alien has kidnapped Matt Damon, not knowing what lengths humanity goes through to retrieve him whenever he goes missing.Their arrogance got the best of them. They saw him in Good Will Hunting and had since decided that ",user,0,1,1,0,0,0,0,0,0,0,0,0,1,0
103,text-insert,"An alien has kidnapped Matt Damon, not knowing what lengths humanity goes through to retrieve him whenever he goes missing.Their arrogance got the best of them. They saw him in Good Will Hunting and had since decided that t",user,0,1,1,0,0,0,0,0,0,0,0,0,1,0
104,text-insert,"An alien has kidnapped Matt Damon, not knowing what lengths humanity goes through to retrieve him whenever he goes missing.Their arrogance got the best of them. They saw him in Good Will Hunting and had since decided that th",user,0,1,1,0,0,0,0,0,0,0,0,0,1,0
105,text-insert,"An alien has kidnapped Matt Damon, not knowing what lengths humanity goes through to retrieve him whenever he goes missing.Their arrogance got the best of them. They saw him in Good Will Hunting and had since decided that the",user,0,1,1,0,0,0,0,0,0,0,0,0,1,0
106,text-insert,"An alien has kidnapped Matt Damon, not knowing what lengths humanity goes through to retrieve him whenever he goes missing.Their arrogance got the best of them. They saw him in Good Will Hunting and had since decided that they",user,0,1,1,0,0,0,0,0,0,0,0,0,1,0
107,text-insert,"An alien has kidnapped Matt Damon, not knowing what lengths humanity goes through to retrieve him whenever he goes missing.Their arrogance got the best of them. They saw him in Good Will Hunting and had since decided that they ",user,0,1,1,0,0,0,0,0,0,0,0,0,1,0
108,text-insert,"An alien has kidnapped Matt Damon, not knowing what lengths humanity goes through to retrieve him whenever he goes missing.Their arrogance got the best of them. They saw him in Good Will Hunting and had since decided that they w",user,0,1,1,0,0,0,0,0,0,0,0,0,1,0
109,text-insert,"An alien has kidnapped Matt Damon, not knowing what lengths humanity goes through to retrieve him whenever he goes missing.Their arrogance got the best of them. They saw him in Good Will Hunting and had since decided that they wo",user,0,1,1,0,0,0,0,0,0,0,0,0,1,0
110,text-insert,"An alien has kidnapped Matt Damon, not knowing what lengths humanity goes through to retrieve him whenever he goes missing.Their arrogance got the best of them. They saw him in Good Will Hunting and had since decided that they wou",user,0,1,1,0,0,0,0,0,0,0,0,0,1,0
111,text-insert,"An alien has kidnapped Matt Damon, not knowing what lengths humanity goes through to retrieve him whenever he goes missing.Their arrogance got the best of them. They saw him in Good Will Hunting and had since decided that they woul",user,0,1,1,0,0,0,0,0,0,0,0,0,1,0
112,text-insert,"An alien has kidnapped Matt Damon, not knowing what lengths humanity goes through to retrieve him whenever he goes missing.Their arrogance got the best of them. They saw him in Good Will Hunting and had since decided that they would",user,0,1,1,0,0,0,0,0,0,0,0,0,1,0
113,text-insert,"An alien has kidnapped Matt Damon, not knowing what lengths humanity goes through to retrieve him whenever he goes missing.Their arrogance got the best of them. They saw him in Good Will Hunting and had since decided that they would ",user,0,1,1,0,0,0,0,0,0,0,0,0,1,0
114,text-insert,"An alien has kidnapped Matt Damon, not knowing what lengths humanity goes through to retrieve him whenever he goes missing.Their arrogance got the best of them. They saw him in Good Will Hunting and had since decided that they would t",user,0,1,1,0,0,0,0,0,0,0,0,0,1,0
115,text-insert,"An alien has kidnapped Matt Damon, not knowing what lengths humanity goes through to retrieve him whenever he goes missing.Their arrogance got the best of them. They saw him in Good Will Hunting and had since decided that they would ta",user,0,1,1,0,0,0,0,0,0,0,0,0,1,0
116,text-insert,"An alien has kidnapped Matt Damon, not knowing what lengths humanity goes through to retrieve him whenever he goes missing.Their arrogance got the best of them. They saw him in Good Will Hunting and had since decided that they would tak",user,0,1,1,0,0,0,0,0,0,0,0,0,1,0
117,text-insert,"An alien has kidnapped Matt Damon, not knowing what lengths humanity goes through to retrieve him whenever he goes missing.Their arrogance got the best of them. They saw him in Good Will Hunting and had since decided that they would take",user,0,1,1,0,0,0,0,0,0,0,0,0,1,0
118,text-insert,"An alien has kidnapped Matt Damon, not knowing what lengths humanity goes through to retrieve him whenever he goes missing.Their arrogance got the best of them. They saw him in Good Will Hunting and had since decided that they would take ",user,0,1,1,0,0,0,0,0,0,0,0,0,1,0
119,text-insert,"An alien has kidnapped Matt Damon, not knowing what lengths humanity goes through to retrieve him whenever he goes missing.Their arrogance got the best of them. They saw him in Good Will Hunting and had since decided that they would take h",user,0,1,1,0,0,0,0,0,0,0,0,0,1,0
120,text-insert,"An alien has kidnapped Matt Damon, not knowing what lengths humanity goes through to retrieve him whenever he goes missing.Their arrogance got the best of them. They saw him in Good Will Hunting and had since decided that they would take hi",user,0,1,1,0,0,0,0,0,0,0,0,0,1,0
121,text-insert,"An alien has kidnapped Matt Damon, not knowing what lengths humanity goes through to retrieve him whenever he goes missing.Their arrogance got the best of them. They saw him in Good Will Hunting and had since decided that they would take him",user,0,1,1,0,0,0,0,0,0,0,0,0,1,0
122,text-insert,"An alien has kidnapped Matt Damon, not knowing what lengths humanity goes through to retrieve him whenever he goes missing.Their arrogance got the best of them. They saw him in Good Will Hunting and had since decided that they would take him ",user,0,1,1,0,0,0,0,0,0,0,0,0,1,0
123,text-insert,"An alien has kidnapped Matt Damon, not knowing what lengths humanity goes through to retrieve him whenever he goes missing.Their arrogance got the best of them. They saw him in Good Will Hunting and had since decided that they would take him f",user,0,1,1,0,0,0,0,0,0,0,0,0,1,0
124,text-insert,"An alien has kidnapped Matt Damon, not knowing what lengths humanity goes through to retrieve him whenever he goes missing.Their arrogance got the best of them. They saw him in Good Will Hunting and had since decided that they would take him fr",user,0,1,1,0,0,0,0,0,0,0,0,0,1,0
125,text-insert,"An alien has kidnapped Matt Damon, not knowing what lengths humanity goes through to retrieve him whenever he goes missing.Their arrogance got the best of them. They saw him in Good Will Hunting and had since decided that they would take him fro",user,0,1,1,0,0,0,0,0,0,0,0,0,1,0
126,text-insert,"An alien has kidnapped Matt Damon, not knowing what lengths humanity goes through to retrieve him whenever he goes missing.Their arrogance got the best of them. They saw him in Good Will Hunting and had since decided that they would take him from",user,0,1,1,0,0,0,0,0,0,0,0,0,1,0
127,text-insert,"An alien has kidnapped Matt Damon, not knowing what lengths humanity goes through to retrieve him whenever he goes missing.Their arrogance got the best of them. They saw him in Good Will Hunting and had since decided that they would take him from ",user,0,1,1,0,0,0,0,0,0,0,0,0,1,0
128,text-insert,"An alien has kidnapped Matt Damon, not knowing what lengths humanity goes through to retrieve him whenever he goes missing.Their arrogance got the best of them. They saw him in Good Will Hunting and had since decided that they would take him from u",user,0,1,1,0,0,0,0,0,0,0,0,0,1,0
129,text-insert,"An alien has kidnapped Matt Damon, not knowing what lengths humanity goes through to retrieve him whenever he goes missing.Their arrogance got the best of them. They saw him in Good Will Hunting and had since decided that they would take him from us",user,0,1,1,0,0,0,0,0,0,0,0,0,1,0
130,text-insert,"An alien has kidnapped Matt Damon, not knowing what lengths humanity goes through to retrieve him whenever he goes missing.Their arrogance got the best of them. They saw him in Good Will Hunting and had since decided that they would take him from us.",user,0,1,1,0,0,0,0,0,0,0,0,0,1,0
131,text-insert,"An alien has kidnapped Matt Damon, not knowing what lengths humanity goes through to retrieve him whenever he goes missing.Their arrogance got the best of them. They saw him in Good Will Hunting and had since decided that they would take him from us. ",user,0,1,1,0,0,0,0,0,0,0,0,0,1,0
