session_id,worker_id,genre,eventName,eventTimestamp,ownershipMetadata,eventSource,event_id,sentIndex,sentSeq,compose,delete,relocate,reflect,seekSugg,acceptSugg,dismissSugg,reopenSugg,reviseSugg,hoverSugg,reviseUser,cursorFwd,cursorBwd,cursorSelect,lowModification,highModification,highTemp,lowTemp
25742b852b764843b15266008afdc15d,A6KOTWP7N7RLU,creative,text-insert,08/25/2021 05:27:58:729000,user,user,18,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25742b852b764843b15266008afdc15d,A6KOTWP7N7RLU,creative,text-insert,08/25/2021 05:27:58:887000,user,user,19,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25742b852b764843b15266008afdc15d,A6KOTWP7N7RLU,creative,text-insert,08/25/2021 05:27:59:061000,user,user,20,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25742b852b764843b15266008afdc15d,A6KOTWP7N7RLU,creative,text-insert,08/25/2021 05:27:59:122000,user,user,21,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25742b852b764843b15266008afdc15d,A6KOTWP7N7RLU,creative,text-insert,08/25/2021 05:27:59:221000,user,user,22,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25742b852b764843b15266008afdc15d,A6KOTWP7N7RLU,creative,text-insert,08/25/2021 05:27:59:341000,user,user,23,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25742b852b764843b15266008afdc15d,A6KOTWP7N7RLU,creative,text-insert,08/25/2021 05:27:59:558000,user,user,24,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25742b852b764843b15266008afdc15d,A6KOTWP7N7RLU,creative,text-insert,08/25/2021 05:27:59:671000,user,user,25,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25742b852b764843b15266008afdc15d,A6KOTWP7N7RLU,creative,text-insert,08/25/2021 05:27:59:782000,user,user,26,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25742b852b764843b15266008afdc15d,A6KOTWP7N7RLU,creative,text-delete,08/25/2021 05:28:00:088000,user,user,27,6,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25742b852b764843b15266008afdc15d,A6KOTWP7N7RLU,creative,text-insert,08/25/2021 05:28:00:240000,user,user,28,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25742b852b764843b15266008afdc15d,A6KOTWP7N7RLU,creative,text-insert,08/25/2021 05:28:00:315000,user,user,29,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25742b852b764843b15266008afdc15d,A6KOTWP7N7RLU,creative,text-insert,08/25/2021 05:28:00:395000,user,user,30,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25742b852b764843b15266008afdc15d,A6KOTWP7N7RLU,creative,text-insert,08/25/2021 05:28:00:472000,user,user,31,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25742b852b764843b15266008afdc15d,A6KOTWP7N7RLU,creative,text-insert,08/25/2021 05:28:00:555000,user,user,32,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25742b852b764843b15266008afdc15d,A6KOTWP7N7RLU,creative,text-insert,08/25/2021 05:28:00:738000,user,user,33,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25742b852b764843b15266008afdc15d,A6KOTWP7N7RLU,creative,text-insert,08/25/2021 05:28:00:807000,user,user,34,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25742b852b764843b15266008afdc15d,A6KOTWP7N7RLU,creative,text-insert,08/25/2021 05:28:00:918000,user,user,35,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25742b852b764843b15266008afdc15d,A6KOTWP7N7RLU,creative,text-insert,08/25/2021 05:28:01:079000,user,user,36,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25742b852b764843b15266008afdc15d,A6KOTWP7N7RLU,creative,text-insert,08/25/2021 05:28:01:121000,user,user,37,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25742b852b764843b15266008afdc15d,A6KOTWP7N7RLU,creative,text-insert,08/25/2021 05:28:01:229000,user,user,38,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25742b852b764843b15266008afdc15d,A6KOTWP7N7RLU,creative,text-insert,08/25/2021 05:28:01:293000,user,user,39,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25742b852b764843b15266008afdc15d,A6KOTWP7N7RLU,creative,text-insert,08/25/2021 05:28:01:511000,user,user,40,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25742b852b764843b15266008afdc15d,A6KOTWP7N7RLU,creative,text-insert,08/25/2021 05:28:01:635000,user,user,41,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25742b852b764843b15266008afdc15d,A6KOTWP7N7RLU,creative,text-insert,08/25/2021 05:28:01:705000,user,user,42,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25742b852b764843b15266008afdc15d,A6KOTWP7N7RLU,creative,text-insert,08/25/2021 05:28:02:065000,user,user,43,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25742b852b764843b15266008afdc15d,A6KOTWP7N7RLU,creative,text-insert,08/25/2021 05:28:02:145000,user,user,44,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25742b852b764843b15266008afdc15d,A6KOTWP7N7RLU,creative,text-insert,08/25/2021 05:28:02:217000,user,user,45,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25742b852b764843b15266008afdc15d,A6KOTWP7N7RLU,creative,text-insert,08/25/2021 05:28:02:334000,user,user,46,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25742b852b764843b15266008afdc15d,A6KOTWP7N7RLU,creative,text-insert,08/25/2021 05:28:02:400000,user,user,47,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25742b852b764843b15266008afdc15d,A6KOTWP7N7RLU,creative,text-insert,08/25/2021 05:28:02:536000,user,user,48,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25742b852b764843b15266008afdc15d,A6KOTWP7N7RLU,creative,text-insert,08/25/2021 05:28:05:138000,user,user,49,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25742b852b764843b15266008afdc15d,A6KOTWP7N7RLU,creative,text-insert,08/25/2021 05:28:05:224000,user,user,50,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25742b852b764843b15266008afdc15d,A6KOTWP7N7RLU,creative,text-insert,08/25/2021 05:28:05:291000,user,user,51,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25742b852b764843b15266008afdc15d,A6KOTWP7N7RLU,creative,text-insert,08/25/2021 05:28:05:327000,user,user,52,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25742b852b764843b15266008afdc15d,A6KOTWP7N7RLU,creative,text-insert,08/25/2021 05:28:05:556000,user,user,53,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25742b852b764843b15266008afdc15d,A6KOTWP7N7RLU,creative,text-insert,08/25/2021 05:28:05:628000,user,user,54,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25742b852b764843b15266008afdc15d,A6KOTWP7N7RLU,creative,text-insert,08/25/2021 05:28:05:741000,user,user,55,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25742b852b764843b15266008afdc15d,A6KOTWP7N7RLU,creative,text-delete,08/25/2021 05:28:06:196000,user,user,56,6,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25742b852b764843b15266008afdc15d,A6KOTWP7N7RLU,creative,text-delete,08/25/2021 05:28:06:343000,user,user,57,6,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25742b852b764843b15266008afdc15d,A6KOTWP7N7RLU,creative,text-delete,08/25/2021 05:28:06:461000,user,user,58,6,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25742b852b764843b15266008afdc15d,A6KOTWP7N7RLU,creative,text-delete,08/25/2021 05:28:07:049000,user,user,59,6,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25742b852b764843b15266008afdc15d,A6KOTWP7N7RLU,creative,text-delete,08/25/2021 05:28:07:179000,user,user,60,6,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25742b852b764843b15266008afdc15d,A6KOTWP7N7RLU,creative,text-delete,08/25/2021 05:28:07:303000,user,user,61,6,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25742b852b764843b15266008afdc15d,A6KOTWP7N7RLU,creative,text-insert,08/25/2021 05:28:07:684000,user,user,62,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25742b852b764843b15266008afdc15d,A6KOTWP7N7RLU,creative,text-insert,08/25/2021 05:28:07:954000,user,user,63,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25742b852b764843b15266008afdc15d,A6KOTWP7N7RLU,creative,text-insert,08/25/2021 05:28:08:042000,user,user,64,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25742b852b764843b15266008afdc15d,A6KOTWP7N7RLU,creative,text-insert,08/25/2021 05:28:08:192000,user,user,65,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25742b852b764843b15266008afdc15d,A6KOTWP7N7RLU,creative,text-insert,08/25/2021 05:28:08:315000,user,user,66,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25742b852b764843b15266008afdc15d,A6KOTWP7N7RLU,creative,text-insert,08/25/2021 05:28:08:675000,user,user,67,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25742b852b764843b15266008afdc15d,A6KOTWP7N7RLU,creative,text-insert,08/25/2021 05:28:08:754000,user,user,68,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25742b852b764843b15266008afdc15d,A6KOTWP7N7RLU,creative,text-insert,08/25/2021 05:28:08:866000,user,user,69,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25742b852b764843b15266008afdc15d,A6KOTWP7N7RLU,creative,text-insert,08/25/2021 05:28:09:308000,user,user,70,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25742b852b764843b15266008afdc15d,A6KOTWP7N7RLU,creative,text-insert,08/25/2021 05:28:09:384000,user,user,71,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25742b852b764843b15266008afdc15d,A6KOTWP7N7RLU,creative,text-delete,08/25/2021 05:28:09:627000,user,user,72,6,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25742b852b764843b15266008afdc15d,A6KOTWP7N7RLU,creative,text-insert,08/25/2021 05:28:09:793000,user,user,73,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25742b852b764843b15266008afdc15d,A6KOTWP7N7RLU,creative,text-insert,08/25/2021 05:28:09:854000,user,user,74,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25742b852b764843b15266008afdc15d,A6KOTWP7N7RLU,creative,text-insert,08/25/2021 05:28:10:053000,user,user,75,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25742b852b764843b15266008afdc15d,A6KOTWP7N7RLU,creative,text-insert,08/25/2021 05:28:10:124000,user,user,76,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25742b852b764843b15266008afdc15d,A6KOTWP7N7RLU,creative,text-insert,08/25/2021 05:28:10:394000,user,user,77,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25742b852b764843b15266008afdc15d,A6KOTWP7N7RLU,creative,text-insert,08/25/2021 05:28:10:567000,user,user,78,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25742b852b764843b15266008afdc15d,A6KOTWP7N7RLU,creative,text-insert,08/25/2021 05:28:10:640000,user,user,79,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25742b852b764843b15266008afdc15d,A6KOTWP7N7RLU,creative,text-insert,08/25/2021 05:28:10:699000,user,user,80,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25742b852b764843b15266008afdc15d,A6KOTWP7N7RLU,creative,text-insert,08/25/2021 05:28:11:199000,user,user,81,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25742b852b764843b15266008afdc15d,A6KOTWP7N7RLU,creative,text-insert,08/25/2021 05:28:11:302000,user,user,82,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25742b852b764843b15266008afdc15d,A6KOTWP7N7RLU,creative,text-insert,08/25/2021 05:28:11:368000,user,user,83,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25742b852b764843b15266008afdc15d,A6KOTWP7N7RLU,creative,text-insert,08/25/2021 05:28:11:420000,user,user,84,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25742b852b764843b15266008afdc15d,A6KOTWP7N7RLU,creative,text-insert,08/25/2021 05:28:11:608000,user,user,85,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25742b852b764843b15266008afdc15d,A6KOTWP7N7RLU,creative,text-insert,08/25/2021 05:28:11:661000,user,user,86,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25742b852b764843b15266008afdc15d,A6KOTWP7N7RLU,creative,text-insert,08/25/2021 05:28:12:804000,user,user,87,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25742b852b764843b15266008afdc15d,A6KOTWP7N7RLU,creative,text-insert,08/25/2021 05:28:12:945000,user,user,88,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25742b852b764843b15266008afdc15d,A6KOTWP7N7RLU,creative,text-insert,08/25/2021 05:28:13:005000,user,user,89,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25742b852b764843b15266008afdc15d,A6KOTWP7N7RLU,creative,text-insert,08/25/2021 05:28:13:091000,user,user,90,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25742b852b764843b15266008afdc15d,A6KOTWP7N7RLU,creative,text-insert,08/25/2021 05:28:13:282000,user,user,91,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25742b852b764843b15266008afdc15d,A6KOTWP7N7RLU,creative,text-insert,08/25/2021 05:28:13:399000,user,user,92,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25742b852b764843b15266008afdc15d,A6KOTWP7N7RLU,creative,text-insert,08/25/2021 05:28:13:470000,user,user,93,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25742b852b764843b15266008afdc15d,A6KOTWP7N7RLU,creative,text-insert,08/25/2021 05:28:13:536000,user,user,94,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25742b852b764843b15266008afdc15d,A6KOTWP7N7RLU,creative,text-insert,08/25/2021 05:28:13:596000,user,user,95,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25742b852b764843b15266008afdc15d,A6KOTWP7N7RLU,creative,text-insert,08/25/2021 05:28:13:837000,user,user,96,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25742b852b764843b15266008afdc15d,A6KOTWP7N7RLU,creative,text-insert,08/25/2021 05:28:13:971000,user,user,97,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25742b852b764843b15266008afdc15d,A6KOTWP7N7RLU,creative,text-insert,08/25/2021 05:28:14:070000,user,user,98,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25742b852b764843b15266008afdc15d,A6KOTWP7N7RLU,creative,text-insert,08/25/2021 05:28:14:514000,user,user,99,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25742b852b764843b15266008afdc15d,A6KOTWP7N7RLU,creative,text-insert,08/25/2021 05:28:16:125000,user,user,100,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25742b852b764843b15266008afdc15d,A6KOTWP7N7RLU,creative,text-insert,08/25/2021 05:28:16:493000,user,user,101,7,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25742b852b764843b15266008afdc15d,A6KOTWP7N7RLU,creative,text-insert,08/25/2021 05:28:16:777000,user,user,102,7,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25742b852b764843b15266008afdc15d,A6KOTWP7N7RLU,creative,text-insert,08/25/2021 05:28:17:072000,user,user,103,7,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25742b852b764843b15266008afdc15d,A6KOTWP7N7RLU,creative,text-insert,08/25/2021 05:28:17:236000,user,user,104,7,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25742b852b764843b15266008afdc15d,A6KOTWP7N7RLU,creative,text-insert,08/25/2021 05:28:18:966000,user,user,105,7,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25742b852b764843b15266008afdc15d,A6KOTWP7N7RLU,creative,text-insert,08/25/2021 05:28:19:055000,user,user,106,7,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25742b852b764843b15266008afdc15d,A6KOTWP7N7RLU,creative,text-insert,08/25/2021 05:28:19:167000,user,user,107,7,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25742b852b764843b15266008afdc15d,A6KOTWP7N7RLU,creative,text-insert,08/25/2021 05:28:19:260000,user,user,108,7,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25742b852b764843b15266008afdc15d,A6KOTWP7N7RLU,creative,text-insert,08/25/2021 05:28:19:509000,user,user,109,7,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25742b852b764843b15266008afdc15d,A6KOTWP7N7RLU,creative,text-insert,08/25/2021 05:28:19:577000,user,user,110,7,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25742b852b764843b15266008afdc15d,A6KOTWP7N7RLU,creative,text-insert,08/25/2021 05:28:19:719000,user,user,111,7,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25742b852b764843b15266008afdc15d,A6KOTWP7N7RLU,creative,text-insert,08/25/2021 05:28:19:991000,user,user,112,7,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25742b852b764843b15266008afdc15d,A6KOTWP7N7RLU,creative,text-insert,08/25/2021 05:28:20:113000,user,user,113,7,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25742b852b764843b15266008afdc15d,A6KOTWP7N7RLU,creative,text-insert,08/25/2021 05:28:20:183000,user,user,114,7,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25742b852b764843b15266008afdc15d,A6KOTWP7N7RLU,creative,text-insert,08/25/2021 05:28:20:234000,user,user,115,7,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25742b852b764843b15266008afdc15d,A6KOTWP7N7RLU,creative,text-insert,08/25/2021 05:28:21:182000,user,user,116,7,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25742b852b764843b15266008afdc15d,A6KOTWP7N7RLU,creative,text-insert,08/25/2021 05:28:21:238000,user,user,117,7,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25742b852b764843b15266008afdc15d,A6KOTWP7N7RLU,creative,text-insert,08/25/2021 05:28:21:340000,user,user,118,7,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25742b852b764843b15266008afdc15d,A6KOTWP7N7RLU,creative,text-insert,08/25/2021 05:28:21:431000,user,user,119,7,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25742b852b764843b15266008afdc15d,A6KOTWP7N7RLU,creative,text-insert,08/25/2021 05:28:21:559000,user,user,120,7,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25742b852b764843b15266008afdc15d,A6KOTWP7N7RLU,creative,text-insert,08/25/2021 05:28:21:606000,user,user,121,7,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25742b852b764843b15266008afdc15d,A6KOTWP7N7RLU,creative,text-insert,08/25/2021 05:28:21:771000,user,user,122,7,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25742b852b764843b15266008afdc15d,A6KOTWP7N7RLU,creative,text-insert,08/25/2021 05:28:21:858000,user,user,123,7,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25742b852b764843b15266008afdc15d,A6KOTWP7N7RLU,creative,text-insert,08/25/2021 05:28:22:686000,user,user,124,7,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25742b852b764843b15266008afdc15d,A6KOTWP7N7RLU,creative,text-delete,08/25/2021 05:28:23:267000,user,user,125,7,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25742b852b764843b15266008afdc15d,A6KOTWP7N7RLU,creative,text-insert,08/25/2021 05:28:23:477000,user,user,126,7,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25742b852b764843b15266008afdc15d,A6KOTWP7N7RLU,creative,text-insert,08/25/2021 05:28:23:714000,user,user,127,7,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25742b852b764843b15266008afdc15d,A6KOTWP7N7RLU,creative,text-insert,08/25/2021 05:28:24:062000,user,user,128,7,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25742b852b764843b15266008afdc15d,A6KOTWP7N7RLU,creative,text-insert,08/25/2021 05:28:24:260000,user,user,129,7,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25742b852b764843b15266008afdc15d,A6KOTWP7N7RLU,creative,text-insert,08/25/2021 05:28:24:369000,user,user,130,7,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25742b852b764843b15266008afdc15d,A6KOTWP7N7RLU,creative,text-insert,08/25/2021 05:28:24:661000,user,user,131,7,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25742b852b764843b15266008afdc15d,A6KOTWP7N7RLU,creative,text-insert,08/25/2021 05:28:24:815000,user,user,132,7,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25742b852b764843b15266008afdc15d,A6KOTWP7N7RLU,creative,text-insert,08/25/2021 05:28:24:913000,user,user,133,7,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25742b852b764843b15266008afdc15d,A6KOTWP7N7RLU,creative,text-insert,08/25/2021 05:28:25:017000,user,user,134,7,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
